1.13500107e-06	2.525042e-09
1.13501015e-06	4.102576e-09
1.13501923e-06	3.102507e-09
1.13502831e-06	2.067331e-09
1.13503739e-06	3.500529e-09
1.13504647e-06	1.579703e-09
1.13505555e-06	1.949679e-09
1.13506463e-06	4.975537e-09
1.13507371e-06	5.349460e-09
1.13508279e-06	2.243027e-09
1.13509187e-06	1.865677e-09
1.13510095e-06	8.986757e-10
1.13511003e-06	4.057413e-09
1.13511912e-06	4.138007e-09
1.13512820e-06	9.065806e-10
1.13513728e-06	1.665428e-09
1.13514636e-06	4.406160e-09
1.13515544e-06	3.606852e-09
1.13516452e-06	7.896287e-10
1.13517360e-06	2.910004e-09
1.13518268e-06	3.468680e-09
1.13519177e-06	7.306789e-10
1.13520085e-06	2.914726e-09
1.13520993e-06	5.961611e-09
1.13521901e-06	6.503846e-09
1.13522809e-06	6.426347e-09
1.13523717e-06	5.751291e-09
1.13524626e-06	5.192172e-09
1.13525534e-06	5.539435e-09
1.13526442e-06	3.162778e-09
1.13527350e-06	1.067267e-09
1.13528258e-06	3.624551e-09
1.13529167e-06	5.299747e-09
1.13530075e-06	5.442935e-09
1.13530983e-06	5.015404e-09
1.13531891e-06	5.708285e-09
1.13532800e-06	3.559711e-09
1.13533708e-06	1.156324e-09
1.13534616e-06	3.308194e-09
1.13535524e-06	2.873403e-09
1.13536433e-06	3.500019e-09
1.13537341e-06	1.989012e-09
1.13538249e-06	2.451872e-09
1.13539158e-06	5.336230e-09
1.13540066e-06	4.197219e-09
1.13540974e-06	2.474128e-09
1.13541883e-06	4.093431e-09
1.13542791e-06	4.313288e-09
1.13543699e-06	5.226988e-09
1.13544608e-06	4.356718e-09
1.13545516e-06	4.573557e-09
1.13546424e-06	5.129958e-09
1.13547333e-06	4.381803e-09
1.13548241e-06	3.909654e-09
1.13549150e-06	4.507250e-09
1.13550058e-06	3.606546e-09
1.13550966e-06	4.368769e-09
1.13551875e-06	4.826704e-09
1.13552783e-06	3.511803e-09
1.13553691e-06	3.533454e-09
1.13554600e-06	4.800868e-09
1.13555508e-06	5.784304e-09
1.13556417e-06	5.780638e-09
1.13557325e-06	6.043791e-09
1.13558234e-06	5.452344e-09
1.13559142e-06	6.006404e-09
1.13560051e-06	5.800792e-09
1.13560959e-06	5.637256e-09
1.13561868e-06	6.710233e-09
1.13562776e-06	5.976310e-09
1.13563685e-06	5.441342e-09
1.13564593e-06	5.487976e-09
1.13565502e-06	4.117363e-09
1.13566410e-06	5.493316e-09
1.13567319e-06	4.008454e-09
1.13568227e-06	3.698848e-09
1.13569136e-06	5.308972e-09
1.13570044e-06	5.348116e-09
1.13570953e-06	5.646479e-09
1.13571862e-06	3.352645e-09
1.13572770e-06	2.669807e-09
1.13573679e-06	2.064419e-09
1.13574587e-06	1.625938e-09
1.13575496e-06	1.291582e-09
1.13576404e-06	3.038420e-09
1.13577313e-06	4.759027e-09
1.13578222e-06	5.863051e-09
1.13579130e-06	4.399150e-09
1.13580039e-06	3.970082e-09
1.13580948e-06	6.069804e-09
1.13581856e-06	6.313574e-09
1.13582765e-06	5.211569e-09
1.13583673e-06	5.307282e-09
1.13584582e-06	5.926988e-09
1.13585491e-06	5.876798e-09
1.13586400e-06	6.061205e-09
1.13587308e-06	4.851362e-09
1.13588217e-06	3.311798e-09
1.13589126e-06	2.885990e-09
1.13590034e-06	4.572912e-09
1.13590943e-06	2.124905e-09
1.13591852e-06	1.196676e-09
1.13592760e-06	4.126413e-09
1.13593669e-06	5.034071e-09
1.13594578e-06	4.019160e-09
1.13595487e-06	2.571827e-09
1.13596396e-06	4.022155e-09
1.13597304e-06	5.560442e-09
1.13598213e-06	3.897842e-09
1.13599122e-06	1.171083e-09
1.13600031e-06	9.912883e-10
1.13600939e-06	1.526594e-09
1.13601848e-06	4.464938e-09
1.13602757e-06	4.654099e-09
1.13603666e-06	5.235646e-09
1.13604575e-06	4.155874e-09
1.13605484e-06	3.640516e-09
1.13606392e-06	5.353278e-09
1.13607301e-06	3.285683e-09
1.13608210e-06	3.054473e-10
1.13609119e-06	1.739523e-09
1.13610028e-06	1.431301e-09
1.13610937e-06	1.438714e-09
1.13611846e-06	1.070655e-09
1.13612754e-06	1.381883e-09
1.13613663e-06	3.840413e-09
1.13614572e-06	4.945404e-09
1.13615481e-06	4.091878e-09
1.13616390e-06	3.999499e-09
1.13617299e-06	5.480991e-09
1.13618208e-06	4.935292e-09
1.13619117e-06	4.678812e-09
1.13620026e-06	4.711499e-09
1.13620935e-06	4.360345e-09
1.13621844e-06	2.386412e-09
1.13622753e-06	1.278850e-09
1.13623662e-06	4.460195e-09
1.13624571e-06	5.581907e-09
1.13625480e-06	5.424653e-09
1.13626389e-06	3.718466e-09
1.13627298e-06	4.337606e-09
1.13628207e-06	4.680002e-09
1.13629116e-06	2.425108e-09
1.13630025e-06	5.311736e-10
1.13630934e-06	1.005219e-09
1.13631843e-06	3.980362e-09
1.13632752e-06	5.257900e-09
1.13633661e-06	4.475925e-09
1.13634570e-06	5.203124e-09
1.13635479e-06	4.918543e-09
1.13636388e-06	4.766806e-09
1.13637297e-06	6.314203e-09
1.13638207e-06	5.886746e-09
1.13639116e-06	5.972103e-09
1.13640025e-06	5.791135e-09
1.13640934e-06	5.411578e-09
1.13641843e-06	3.655971e-09
1.13642752e-06	3.049641e-09
1.13643661e-06	4.121211e-09
1.13644570e-06	3.178223e-09
1.13645480e-06	1.330970e-09
1.13646389e-06	3.799596e-09
1.13647298e-06	5.640245e-09
1.13648207e-06	4.357635e-09
1.13649116e-06	4.172836e-09
1.13650025e-06	1.676550e-09
1.13650935e-06	3.043675e-09
1.13651844e-06	4.510317e-09
1.13652753e-06	4.565211e-09
1.13653662e-06	5.741603e-09
1.13654572e-06	5.510903e-09
1.13655481e-06	6.145835e-09
1.13656390e-06	5.749888e-09
1.13657299e-06	3.501929e-09
1.13658209e-06	4.551108e-09
1.13659118e-06	5.482116e-09
1.13660027e-06	6.119455e-09
1.13660936e-06	5.032847e-09
1.13661846e-06	3.181375e-09
1.13662755e-06	3.360215e-09
1.13663664e-06	4.353378e-09
1.13664574e-06	3.423167e-09
1.13665483e-06	4.999491e-09
1.13666392e-06	5.428281e-09
1.13667301e-06	4.275071e-09
1.13668211e-06	4.292547e-09
1.13669120e-06	6.183926e-09
1.13670030e-06	6.032891e-09
1.13670939e-06	4.982717e-09
1.13671848e-06	1.861920e-09
1.13672758e-06	2.572901e-09
1.13673667e-06	4.481838e-09
1.13674576e-06	2.276369e-09
1.13675486e-06	2.949185e-09
1.13676395e-06	4.764254e-09
1.13677305e-06	3.799373e-09
1.13678214e-06	1.720694e-09
1.13679124e-06	3.831913e-09
1.13680033e-06	3.857404e-09
1.13680942e-06	3.707809e-09
1.13681852e-06	3.732815e-09
1.13682761e-06	2.832314e-09
1.13683671e-06	2.575508e-09
1.13684580e-06	3.972593e-09
1.13685490e-06	5.333007e-09
1.13686399e-06	4.924332e-09
1.13687309e-06	3.842080e-09
1.13688218e-06	4.438722e-09
1.13689128e-06	3.992525e-09
1.13690037e-06	2.310751e-09
1.13690947e-06	2.022531e-09
1.13691856e-06	3.736719e-09
1.13692766e-06	3.688085e-09
1.13693675e-06	2.686004e-09
1.13694585e-06	3.358471e-09
1.13695494e-06	3.892596e-09
1.13696404e-06	6.018421e-09
1.13697314e-06	5.804550e-09
1.13698223e-06	3.277898e-09
1.13699133e-06	2.398191e-09
